registration_number,ngo_name,registration_type,state,city,registered_year,focus_area,website,director_name,beneficiaries_estimate,funding_summary,contact_email,contact_phone,address,annual_report_url,source_links,notes
PU/2024/122783,Nirmaan Association 447,NITI Aayog (Darpan),Punjab,Jalandhar,2022,Rural Development,https://www.nirmaanassociation447.org,Hiran Kala,"2.12M (approx., 2022)","FY2024: Total ~ INR 3,700,000; Grants INR 1,300,000; Donations INR 1,500,000; Govt INR 900,000",contact447@nirmaan.association.447.org,9663955172,"228, Jalandhar Main Road, Near Community Centre, Punjab",https://www.nirmaanassociation447.org/annual-report.pdf,https://www.nirmaanassociation447.org|https://example-simulated-source.org/447,Simulated beneficiary numbers
TR/2001/47890,Kshitij Initiative 448,Trust,Kerala,Thiruvananthapuram,2011,Healthcare,https://www.kshitijinitiative448.org,Siya Varughese,"1.79M (approx., 2021)","FY2020: Total ~ INR 6,370,000; Grants INR 1,800,000; Donations INR 4,070,000; Govt INR 500,000",contact448@kshitij.initiative.448.org,7135525105,"177, Thiruvananthapuram Main Road, Near Community Centre, Kerala",https://www.kshitijinitiative448.org/annual-report.pdf,https://www.kshitijinitiative448.org|https://example-simulated-source.org/448,
TR/1996/74525,Umeed Samiti 449,Trust,Kerala,Kozhikode,2021,Animal Welfare,https://www.umeedsamiti449.org,Vedika Bala,"3.93Lakh (approx., 2020)","FY2022: Total ~ INR 2,010,000; Grants INR 1,300,000; Donations INR 610,000; Govt INR 100,000",contact449@umeed.samiti.449.org,8919665533,"13, Kozhikode Main Road, Near School, Kerala",https://www.umeedsamiti449.org/annual-report.pdf,https://www.umeedsamiti449.org|https://example-simulated-source.org/449,Sample data - synthetic
32837088,Prerna Society 450,FCRA,Uttarakhand,Roorkee,2011,Animal Welfare,https://www.prernasociety450.org,Stuvan Ahuja,"1.37Lakh (approx., 2018)","FY2024: Total ~ INR 2,580,000; Grants INR 1,500,000; Donations INR 480,000; Govt INR 600,000",contact450@prerna.society.450.org,8090742608,"236, Roorkee Main Road, Near Community Centre, Uttarakhand",https://www.prernasociety450.org/annual-report.pdf,https://www.prernasociety450.org|https://example-simulated-source.org/450,Simulated beneficiary numbers
U82935BI2024NPL42048,Annapurna Trust 451,Section-8 Company,Bihar,Bhagalpur,2004,Elderly Care,https://www.annapurnatrust451.org,Ahana  Sura,"4.01Lakh (approx., 2024)","FY2021: Total ~ INR 810,000; Grants INR 0; Donations INR 710,000; Govt INR 100,000",contact451@annapurna.trust.451.org,8906477159,"27, Bhagalpur Main Road, Near Community Centre, Bihar",https://www.annapurnatrust451.org/annual-report.pdf,https://www.annapurnatrust451.org|https://example-simulated-source.org/451,Funding estimated for demo
TR/1990/91209,Dharitri Sanstha 452,Trust,Madhya Pradesh,Indore,2007,Healthcare,https://www.dharitrisanstha452.org,Arhaan Chana,"1.43M (approx., 2019)","FY2020: Total ~ INR 4,250,000; Grants INR 1,800,000; Donations INR 2,350,000; Govt INR 100,000",contact452@dharitri.sanstha.452.org,7401041459,"203, Indore Main Road, Near School, Madhya Pradesh",https://www.dharitrisanstha452.org/annual-report.pdf,https://www.dharitrisanstha452.org|https://example-simulated-source.org/452,Simulated beneficiary numbers
MI/2016/557108,Navjeevan Welfare 453,NITI Aayog (Darpan),Mizoram,Aizawl,1995,Elderly Care,https://www.navjeevanwelfare453.org,Kanav Ratta,"2.96M (approx., 2022)","FY2024: Total ~ INR 5,070,000; Grants INR 700,000; Donations INR 3,370,000; Govt INR 1,000,000",contact453@navjeevan.welfare.453.org,9397745731,"68, Aizawl Main Road, Near Market, Mizoram",https://www.navjeevanwelfare453.org/annual-report.pdf,https://www.navjeevanwelfare453.org|https://example-simulated-source.org/453,Sample data - synthetic
24096192,Seva Samiti 454,FCRA,Nagaland,Kohima,2009,Healthcare,https://www.sevasamiti454.org,Indrajit Wadhwa,"3.81M (approx., 2023)","FY2019: Total ~ INR 5,540,000; Grants INR 400,000; Donations INR 4,340,000; Govt INR 800,000",contact454@seva.samiti.454.org,9376371539,"195, Kohima Main Road, Near Market, Nagaland",https://www.sevasamiti454.org/annual-report.pdf,https://www.sevasamiti454.org|https://example-simulated-source.org/454,Sample data - synthetic
847541239,Umeed Samiti 455,FCRA,Madhya Pradesh,Gwalior,1997,Rural Development,https://www.umeedsamiti455.org,Zaina Rajan,"2.02M (approx., 2018)","FY2019: Total ~ INR 2,750,000; Grants INR 1,400,000; Donations INR 950,000; Govt INR 400,000",contact455@umeed.samiti.455.org,8314624912,"119, Gwalior Main Road, Near Community Centre, Madhya Pradesh",https://www.umeedsamiti455.org/annual-report.pdf,https://www.umeedsamiti455.org|https://example-simulated-source.org/455,Funding estimated for demo
U21018MA2011NPL57554,Asha Sanstha 456,Section-8 Company,Manipur,Imphal,1993,Livelihood,https://www.ashasanstha456.org,Zain Sawhney,"3.21M (approx., 2023)","FY2020: Total ~ INR 2,690,000; Grants INR 1,300,000; Donations INR 990,000; Govt INR 400,000",contact456@asha.sanstha.456.org,7268685074,"95, Imphal Main Road, Near Community Centre, Manipur",https://www.ashasanstha456.org/annual-report.pdf,https://www.ashasanstha456.org|https://example-simulated-source.org/456,Funding estimated for demo
GU/2021/124488,Jeevan Sanstha 457,NITI Aayog (Darpan),Gujarat,Bhavnagar,2024,Child Welfare,https://www.jeevansanstha457.org,Lakshay Tandon,"8.48Lakh (approx., 2020)","FY2024: Total ~ INR 6,110,000; Grants INR 700,000; Donations INR 4,510,000; Govt INR 900,000",contact457@jeevan.sanstha.457.org,9031310094,"62, Bhavnagar Main Road, Near Community Centre, Gujarat",https://www.jeevansanstha457.org/annual-report.pdf,https://www.jeevansanstha457.org|https://example-simulated-source.org/457,Funding estimated for demo
TR/2003/23417,Nirmaan Welfare 458,Trust,Kerala,Thrissur,2005,Healthcare,https://www.nirmaanwelfare458.org,Fateh Choudhury,"1.43M (approx., 2020)","FY2021: Total ~ INR 1,250,000; Grants INR 200,000; Donations INR 850,000; Govt INR 200,000",contact458@nirmaan.welfare.458.org,7549401289,"123, Thrissur Main Road, Near Market, Kerala",https://www.nirmaanwelfare458.org/annual-report.pdf,https://www.nirmaanwelfare458.org|https://example-simulated-source.org/458,Funding estimated for demo
32362658,Navjeevan Association 459,FCRA,West Bengal,Kolkata,2020,Disaster Relief,https://www.navjeevanassociation459.org,Devansh Chada,"9.18Lakh (approx., 2018)","FY2021: Total ~ INR 3,900,000; Grants INR 0; Donations INR 2,900,000; Govt INR 1,000,000",contact459@navjeevan.association.459.org,7412095790,"126, Kolkata Main Road, Near Railway Station, West Bengal",https://www.navjeevanassociation459.org/annual-report.pdf,https://www.navjeevanassociation459.org|https://example-simulated-source.org/459,Sample data - synthetic
TR/2009/97493,Asha Trust 460,Trust,Jharkhand,Hazaribagh,2009,Women Empowerment,https://www.ashatrust460.org,Divyansh Shetty,"2.8M (approx., 2022)","FY2021: Total ~ INR 4,470,000; Grants INR 1,900,000; Donations INR 2,470,000; Govt INR 100,000",contact460@asha.trust.460.org,8775847457,"4, Hazaribagh Main Road, Near Market, Jharkhand",https://www.ashatrust460.org/annual-report.pdf,https://www.ashatrust460.org|https://example-simulated-source.org/460,
TR/2021/5050,Sakhi Association 461,Trust,West Bengal,Siliguri,2023,Mental Health,https://www.sakhiassociation461.org,Vaibhav Guha,"1.47M (approx., 2020)","FY2022: Total ~ INR 6,140,000; Grants INR 1,100,000; Donations INR 4,540,000; Govt INR 500,000",contact461@sakhi.association.461.org,7965313614,"225, Siliguri Main Road, Near School, West Bengal",https://www.sakhiassociation461.org/annual-report.pdf,https://www.sakhiassociation461.org|https://example-simulated-source.org/461,Funding estimated for demo
S/81264/BI,Umeed Association 462,Society,Bihar,Bhagalpur,2023,Environment,https://www.umeedassociation462.org,Anika Dhingra,"2.43M (approx., 2022)","FY2021: Total ~ INR 5,300,000; Grants INR 1,700,000; Donations INR 3,400,000; Govt INR 200,000",contact462@umeed.association.462.org,7679541072,"120, Bhagalpur Main Road, Near Railway Station, Bihar",https://www.umeedassociation462.org/annual-report.pdf,https://www.umeedassociation462.org|https://example-simulated-source.org/462,Funding estimated for demo
U15367AN2006NPL38095,Sankalp Welfare 463,Section-8 Company,Andhra Pradesh,Visakhapatnam,2012,Elderly Care,https://www.sankalpwelfare463.org,Ayesha Kari,"2.38M (approx., 2024)","FY2020: Total ~ INR 5,800,000; Grants INR 1,600,000; Donations INR 3,400,000; Govt INR 800,000",contact463@sankalp.welfare.463.org,9107406500,"65, Visakhapatnam Main Road, Near Railway Station, Andhra Pradesh",https://www.sankalpwelfare463.org/annual-report.pdf,https://www.sankalpwelfare463.org|https://example-simulated-source.org/463,
TR/1995/39116,Navjeevan Society 464,Trust,Nagaland,Kohima,2009,Women Empowerment,https://www.navjeevansociety464.org,Misha Swamy,"1.45M (approx., 2022)","FY2023: Total ~ INR 5,270,000; Grants INR 1,300,000; Donations INR 3,470,000; Govt INR 500,000",contact464@navjeevan.society.464.org,7075366614,"236, Kohima Main Road, Near Market, Nagaland",https://www.navjeevansociety464.org/annual-report.pdf,https://www.navjeevansociety464.org|https://example-simulated-source.org/464,Sample data - synthetic
TR/2002/40460,Navjeevan Sanstha 465,Trust,Manipur,Imphal,2010,Child Welfare,https://www.navjeevansanstha465.org,Himmat Sani,"4.23M (approx., 2023)","FY2022: Total ~ INR 3,990,000; Grants INR 1,100,000; Donations INR 2,390,000; Govt INR 500,000",contact465@navjeevan.sanstha.465.org,8149782661,"36, Imphal Main Road, Near School, Manipur",https://www.navjeevansanstha465.org/annual-report.pdf,https://www.navjeevansanstha465.org|https://example-simulated-source.org/465,Funding estimated for demo
S/12590/PU,Sankalp Initiative 466,Society,Punjab,Jalandhar,1993,Urban Poor,https://www.sankalpinitiative466.org,Arnav Wali,"3.29M (approx., 2019)","FY2022: Total ~ INR 4,630,000; Grants INR 1,200,000; Donations INR 3,430,000; Govt INR 0",contact466@sankalp.initiative.466.org,7943985298,"231, Jalandhar Main Road, Near Market, Punjab",https://www.sankalpinitiative466.org/annual-report.pdf,https://www.sankalpinitiative466.org|https://example-simulated-source.org/466,Funding estimated for demo
S/44710/AR,Nirmaan Trust 467,Society,Arunachal Pradesh,Itanagar,2003,Healthcare,https://www.nirmaantrust467.org,Divit Barad,"4.33M (approx., 2019)","FY2020: Total ~ INR 6,190,000; Grants INR 1,700,000; Donations INR 3,790,000; Govt INR 700,000",contact467@nirmaan.trust.467.org,9149750198,"190, Itanagar Main Road, Near Community Centre, Arunachal Pradesh",https://www.nirmaantrust467.org/annual-report.pdf,https://www.nirmaantrust467.org|https://example-simulated-source.org/467,Sample data - synthetic
U91744PU2022NPL27306,Sankalp Welfare 468,Section-8 Company,Puducherry,Puducherry,1991,Child Welfare,https://www.sankalpwelfare468.org,Tarini Gour,"4.24M (approx., 2021)","FY2021: Total ~ INR 1,580,000; Grants INR 1,200,000; Donations INR 280,000; Govt INR 100,000",contact468@sankalp.welfare.468.org,7102918133,"27, Puducherry Main Road, Near School, Puducherry",https://www.sankalpwelfare468.org/annual-report.pdf,https://www.sankalpwelfare468.org|https://example-simulated-source.org/468,Funding estimated for demo
TR/2018/87266,Nirmaan Society 469,Trust,Assam,Dibrugarh,2020,Mental Health,https://www.nirmaansociety469.org,Parinaaz Shankar,"4.03M (approx., 2020)","FY2023: Total ~ INR 4,410,000; Grants INR 900,000; Donations INR 3,410,000; Govt INR 100,000",contact469@nirmaan.society.469.org,9162022328,"190, Dibrugarh Main Road, Near Railway Station, Assam",https://www.nirmaansociety469.org/annual-report.pdf,https://www.nirmaansociety469.org|https://example-simulated-source.org/469,Funding estimated for demo
457639171,Asha Welfare 470,FCRA,Odisha,Rourkela,2018,Rural Development,https://www.ashawelfare470.org,Ehsaan Bajwa,"3.58Lakh (approx., 2020)","FY2021: Total ~ INR 3,490,000; Grants INR 400,000; Donations INR 2,390,000; Govt INR 700,000",contact470@asha.welfare.470.org,8204719609,"78, Rourkela Main Road, Near Community Centre, Odisha",https://www.ashawelfare470.org/annual-report.pdf,https://www.ashawelfare470.org|https://example-simulated-source.org/470,
GU/2023/419599,Samarth Association 471,NITI Aayog (Darpan),Gujarat,Vadodara,2015,Disability Services,https://www.samarthassociation471.org,Sana Cheema,"5.72Lakh (approx., 2024)","FY2022: Total ~ INR 5,070,000; Grants INR 2,000,000; Donations INR 2,470,000; Govt INR 600,000",contact471@samarth.association.471.org,9122595724,"201, Vadodara Main Road, Near Market, Gujarat",https://www.samarthassociation471.org/annual-report.pdf,https://www.samarthassociation471.org|https://example-simulated-source.org/471,Sample data - synthetic
HI/2020/627456,Nirmaan Organisation 472,NITI Aayog (Darpan),Himachal Pradesh,Kullu,2021,Elderly Care,https://www.nirmaanorganisation472.org,Zain Gaba,"4.0M (approx., 2020)","FY2019: Total ~ INR 4,950,000; Grants INR 700,000; Donations INR 3,950,000; Govt INR 300,000",contact472@nirmaan.organisation.472.org,9599610023,"25, Kullu Main Road, Near Community Centre, Himachal Pradesh",https://www.nirmaanorganisation472.org/annual-report.pdf,https://www.nirmaanorganisation472.org|https://example-simulated-source.org/472,Sample data - synthetic
667026515,Pragati Foundation 473,FCRA,Tripura,Agartala,2014,Elderly Care,https://www.pragatifoundation473.org,Zoya Keer,"1.12M (approx., 2023)","FY2020: Total ~ INR 4,940,000; Grants INR 1,800,000; Donations INR 2,840,000; Govt INR 300,000",contact473@pragati.foundation.473.org,8101759025,"28, Agartala Main Road, Near School, Tripura",https://www.pragatifoundation473.org/annual-report.pdf,https://www.pragatifoundation473.org|https://example-simulated-source.org/473,Simulated beneficiary numbers
U31245AS2013NPL70275,Prerna Samiti 474,Section-8 Company,Assam,Jorhat,2024,Disaster Relief,https://www.prernasamiti474.org,Zara Dalal,"6.04Lakh (approx., 2020)","FY2023: Total ~ INR 4,990,000; Grants INR 500,000; Donations INR 3,490,000; Govt INR 1,000,000",contact474@prerna.samiti.474.org,7190130205,"199, Jorhat Main Road, Near School, Assam",https://www.prernasamiti474.org/annual-report.pdf,https://www.prernasamiti474.org|https://example-simulated-source.org/474,Funding estimated for demo
392773059,Umeed Association 475,FCRA,Rajasthan,Jodhpur,1996,Animal Welfare,https://www.umeedassociation475.org,Adah Dash,"9.89Lakh (approx., 2021)","FY2023: Total ~ INR 1,860,000; Grants INR 700,000; Donations INR 260,000; Govt INR 900,000",contact475@umeed.association.475.org,9821766191,"33, Jodhpur Main Road, Near Market, Rajasthan",https://www.umeedassociation475.org/annual-report.pdf,https://www.umeedassociation475.org|https://example-simulated-source.org/475,Simulated beneficiary numbers
U56911UT2002NPL21691,Nirmaan Initiative 476,Section-8 Company,Uttar Pradesh,Kanpur,2024,Mental Health,https://www.nirmaaninitiative476.org,Ryan Raja,"9.3Lakh (approx., 2022)","FY2024: Total ~ INR 6,690,000; Grants INR 1,500,000; Donations INR 4,790,000; Govt INR 400,000",contact476@nirmaan.initiative.476.org,8189389846,"159, Kanpur Main Road, Near Community Centre, Uttar Pradesh",https://www.nirmaaninitiative476.org/annual-report.pdf,https://www.nirmaaninitiative476.org|https://example-simulated-source.org/476,
U17784MA2004NPL27769,Samarth Association 477,Section-8 Company,Maharashtra,Nagpur,1995,Rural Development,https://www.samarthassociation477.org,Anya Sanghvi,"4.63M (approx., 2021)","FY2019: Total ~ INR 1,780,000; Grants INR 400,000; Donations INR 1,380,000; Govt INR 0",contact477@samarth.association.477.org,9503719905,"19, Nagpur Main Road, Near School, Maharashtra",https://www.samarthassociation477.org/annual-report.pdf,https://www.samarthassociation477.org|https://example-simulated-source.org/477,
U49769AS2007NPL3810,Navjeevan Welfare 478,Section-8 Company,Assam,Nagaon,1998,Environment,https://www.navjeevanwelfare478.org,Samiha Rana,"3.6M (approx., 2023)","FY2019: Total ~ INR 4,310,000; Grants INR 1,300,000; Donations INR 2,810,000; Govt INR 200,000",contact478@navjeevan.welfare.478.org,7038960870,"100, Nagaon Main Road, Near School, Assam",https://www.navjeevanwelfare478.org/annual-report.pdf,https://www.navjeevanwelfare478.org|https://example-simulated-source.org/478,Funding estimated for demo
U54974KA2013NPL8592,Dharitri Samiti 479,Section-8 Company,Karnataka,Belgaum,2005,Arts & Culture,https://www.dharitrisamiti479.org,Miraya Agate,"4.77Lakh (approx., 2018)","FY2020: Total ~ INR 1,440,000; Grants INR 100,000; Donations INR 640,000; Govt INR 700,000",contact479@dharitri.samiti.479.org,7319036890,"206, Belgaum Main Road, Near Community Centre, Karnataka",https://www.dharitrisamiti479.org/annual-report.pdf,https://www.dharitrisamiti479.org|https://example-simulated-source.org/479,Simulated beneficiary numbers
MA/2017/645566,Prerna Centre 480,NITI Aayog (Darpan),Maharashtra,Nagpur,2018,Livelihood,https://www.prernacentre480.org,Kimaya Sanghvi,"2.54M (approx., 2020)","FY2020: Total ~ INR 4,190,000; Grants INR 1,700,000; Donations INR 1,490,000; Govt INR 1,000,000",contact480@prerna.centre.480.org,8711148375,"230, Nagpur Main Road, Near Railway Station, Maharashtra",https://www.prernacentre480.org/annual-report.pdf,https://www.prernacentre480.org|https://example-simulated-source.org/480,Simulated beneficiary numbers
S/54848/TE,Seva Association 481,Society,Telangana,Khammam,1997,Disability Services,https://www.sevaassociation481.org,Anahita Sawhney,"3.12M (approx., 2023)","FY2024: Total ~ INR 880,000; Grants INR 400,000; Donations INR 180,000; Govt INR 300,000",contact481@seva.association.481.org,9974132834,"190, Khammam Main Road, Near Railway Station, Telangana",https://www.sevaassociation481.org/annual-report.pdf,https://www.sevaassociation481.org|https://example-simulated-source.org/481,Funding estimated for demo
S/36428/GO,Jeevan Foundation 482,Society,Goa,Margao,2014,Healthcare,https://www.jeevanfoundation482.org,Rania Choudhary,"3.72M (approx., 2018)","FY2020: Total ~ INR 2,350,000; Grants INR 700,000; Donations INR 1,050,000; Govt INR 600,000",contact482@jeevan.foundation.482.org,8964104967,"5, Margao Main Road, Near School, Goa",https://www.jeevanfoundation482.org/annual-report.pdf,https://www.jeevanfoundation482.org|https://example-simulated-source.org/482,Funding estimated for demo
U55587CH2000NPL80788,Seva Sanstha 483,Section-8 Company,Chhattisgarh,Raipur,2014,Disaster Relief,https://www.sevasanstha483.org,Gatik Viswanathan,"2.41M (approx., 2024)","FY2023: Total ~ INR 4,670,000; Grants INR 1,700,000; Donations INR 2,370,000; Govt INR 600,000",contact483@seva.sanstha.483.org,8493059660,"207, Raipur Main Road, Near Community Centre, Chhattisgarh",https://www.sevasanstha483.org/annual-report.pdf,https://www.sevasanstha483.org|https://example-simulated-source.org/483,Simulated beneficiary numbers
TR/2007/90469,Sakhi Foundation 484,Trust,Gujarat,Rajkot,2007,Urban Poor,https://www.sakhifoundation484.org,Gatik Sarraf,"2.1M (approx., 2024)","FY2019: Total ~ INR 7,040,000; Grants INR 2,000,000; Donations INR 4,140,000; Govt INR 900,000",contact484@sakhi.foundation.484.org,8138459609,"71, Rajkot Main Road, Near Market, Gujarat",https://www.sakhifoundation484.org/annual-report.pdf,https://www.sakhifoundation484.org|https://example-simulated-source.org/484,
U68170AN2014NPL3263,Nirmaan Organisation 485,Section-8 Company,Andhra Pradesh,Kurnool,2007,Disaster Relief,https://www.nirmaanorganisation485.org,Samaira Lanka,"4.63M (approx., 2020)","FY2021: Total ~ INR 2,650,000; Grants INR 200,000; Donations INR 2,250,000; Govt INR 200,000",contact485@nirmaan.organisation.485.org,8070578360,"149, Kurnool Main Road, Near Community Centre, Andhra Pradesh",https://www.nirmaanorganisation485.org/annual-report.pdf,https://www.nirmaanorganisation485.org|https://example-simulated-source.org/485,Simulated beneficiary numbers
TR/1993/31496,Uday Organisation 486,Trust,Bihar,Muzaffarpur,2006,Women Empowerment,https://www.udayorganisation486.org,Sahil Jani,"1.35Lakh (approx., 2023)","FY2023: Total ~ INR 3,860,000; Grants INR 1,100,000; Donations INR 2,760,000; Govt INR 0",contact486@uday.organisation.486.org,7028795083,"16, Muzaffarpur Main Road, Near Market, Bihar",https://www.udayorganisation486.org/annual-report.pdf,https://www.udayorganisation486.org|https://example-simulated-source.org/486,Sample data - synthetic
OD/2023/91212,Roshni Trust 487,NITI Aayog (Darpan),Odisha,Bhubaneswar,2013,Healthcare,https://www.roshnitrust487.org,Darshit Boase,"2.81M (approx., 2021)","FY2021: Total ~ INR 4,610,000; Grants INR 2,000,000; Donations INR 1,910,000; Govt INR 700,000",contact487@roshni.trust.487.org,7359561642,"7, Bhubaneswar Main Road, Near Market, Odisha",https://www.roshnitrust487.org/annual-report.pdf,https://www.roshnitrust487.org|https://example-simulated-source.org/487,
U13346GU2003NPL80827,Sakhi Society 488,Section-8 Company,Gujarat,Vadodara,2014,Education,https://www.sakhisociety488.org,Akarsh Edwin,"6.58Lakh (approx., 2018)","FY2023: Total ~ INR 4,390,000; Grants INR 700,000; Donations INR 2,890,000; Govt INR 800,000",contact488@sakhi.society.488.org,7588953690,"169, Vadodara Main Road, Near Railway Station, Gujarat",https://www.sakhisociety488.org/annual-report.pdf,https://www.sakhisociety488.org|https://example-simulated-source.org/488,Funding estimated for demo
CH/2022/701218,Seva Society 489,NITI Aayog (Darpan),Chhattisgarh,Raipur,2004,Mental Health,https://www.sevasociety489.org,Lavanya Bose,"3.82M (approx., 2020)","FY2022: Total ~ INR 4,140,000; Grants INR 300,000; Donations INR 3,540,000; Govt INR 300,000",contact489@seva.society.489.org,9875439435,"63, Raipur Main Road, Near Market, Chhattisgarh",https://www.sevasociety489.org/annual-report.pdf,https://www.sevasociety489.org|https://example-simulated-source.org/489,Funding estimated for demo
OD/2020/695066,Umeed Trust 490,NITI Aayog (Darpan),Odisha,Bhubaneswar,1998,Livelihood,https://www.umeedtrust490.org,Farhan Chand,"2.18M (approx., 2024)","FY2019: Total ~ INR 3,140,000; Grants INR 900,000; Donations INR 1,740,000; Govt INR 500,000",contact490@umeed.trust.490.org,8937639283,"199, Bhubaneswar Main Road, Near School, Odisha",https://www.umeedtrust490.org/annual-report.pdf,https://www.umeedtrust490.org|https://example-simulated-source.org/490,
TR/2001/60515,Jeevan Samiti 491,Trust,Punjab,Jalandhar,1991,Disability Services,https://www.jeevansamiti491.org,Saksham Sahota,"1.4M (approx., 2018)","FY2022: Total ~ INR 3,830,000; Grants INR 400,000; Donations INR 2,630,000; Govt INR 800,000",contact491@jeevan.samiti.491.org,7216487120,"214, Jalandhar Main Road, Near School, Punjab",https://www.jeevansamiti491.org/annual-report.pdf,https://www.jeevansamiti491.org|https://example-simulated-source.org/491,Funding estimated for demo
OD/2016/363169,Prerna Centre 492,NITI Aayog (Darpan),Odisha,Cuttack,2017,Rural Development,https://www.prernacentre492.org,Veer Shan,"2.43M (approx., 2024)","FY2024: Total ~ INR 5,280,000; Grants INR 1,500,000; Donations INR 3,580,000; Govt INR 200,000",contact492@prerna.centre.492.org,8999101576,"162, Cuttack Main Road, Near School, Odisha",https://www.prernacentre492.org/annual-report.pdf,https://www.prernacentre492.org|https://example-simulated-source.org/492,Sample data - synthetic
S/50725/TR,Dharitri Welfare 493,Society,Tripura,Agartala,2023,Women Empowerment,https://www.dharitriwelfare493.org,Ryan Brar,"4.41M (approx., 2022)","FY2021: Total ~ INR 6,520,000; Grants INR 1,600,000; Donations INR 4,320,000; Govt INR 600,000",contact493@dharitri.welfare.493.org,8728941347,"88, Agartala Main Road, Near Community Centre, Tripura",https://www.dharitriwelfare493.org/annual-report.pdf,https://www.dharitriwelfare493.org|https://example-simulated-source.org/493,Simulated beneficiary numbers
TR/2003/57431,Sakhi Foundation 494,Trust,Kerala,Kozhikode,2021,Elderly Care,https://www.sakhifoundation494.org,Kanav Balakrishnan,"3.68M (approx., 2019)","FY2023: Total ~ INR 2,370,000; Grants INR 500,000; Donations INR 1,470,000; Govt INR 400,000",contact494@sakhi.foundation.494.org,9499515421,"74, Kozhikode Main Road, Near Market, Kerala",https://www.sakhifoundation494.org/annual-report.pdf,https://www.sakhifoundation494.org|https://example-simulated-source.org/494,
S/67676/MA,Samarth Sanstha 495,Society,Madhya Pradesh,Gwalior,2008,Women Empowerment,https://www.samarthsanstha495.org,Vritika Swaminathan,"4.79M (approx., 2021)","FY2022: Total ~ INR 4,260,000; Grants INR 1,400,000; Donations INR 2,660,000; Govt INR 200,000",contact495@samarth.sanstha.495.org,7090883070,"95, Gwalior Main Road, Near Railway Station, Madhya Pradesh",https://www.samarthsanstha495.org/annual-report.pdf,https://www.samarthsanstha495.org|https://example-simulated-source.org/495,Simulated beneficiary numbers
103269322,Jeevan Centre 496,FCRA,Karnataka,Bengaluru,2019,Urban Poor,https://www.jeevancentre496.org,Anika Lad,"4.3M (approx., 2023)","FY2019: Total ~ INR 4,310,000; Grants INR 200,000; Donations INR 3,610,000; Govt INR 500,000",contact496@jeevan.centre.496.org,7415131528,"86, Bengaluru Main Road, Near Market, Karnataka",https://www.jeevancentre496.org/annual-report.pdf,https://www.jeevancentre496.org|https://example-simulated-source.org/496,Funding estimated for demo
TR/2005/18940,Seva Foundation 497,Trust,Karnataka,Belgaum,2002,Livelihood,https://www.sevafoundation497.org,Zoya Rana,"7.44Lakh (approx., 2022)","FY2019: Total ~ INR 1,210,000; Grants INR 600,000; Donations INR 10,000; Govt INR 600,000",contact497@seva.foundation.497.org,9633472727,"73, Belgaum Main Road, Near Railway Station, Karnataka",https://www.sevafoundation497.org/annual-report.pdf,https://www.sevafoundation497.org|https://example-simulated-source.org/497,Funding estimated for demo
TR/2006/81396,Seva Initiative 498,Trust,Chhattisgarh,Jagdalpur,2021,Environment,https://www.sevainitiative498.org,Oorja Singh,"3.29M (approx., 2022)","FY2021: Total ~ INR 4,580,000; Grants INR 1,100,000; Donations INR 2,780,000; Govt INR 700,000",contact498@seva.initiative.498.org,8935782434,"172, Jagdalpur Main Road, Near School, Chhattisgarh",https://www.sevainitiative498.org/annual-report.pdf,https://www.sevainitiative498.org|https://example-simulated-source.org/498,
U52650MA2007NPL87824,Navjeevan Welfare 499,Section-8 Company,Madhya Pradesh,Bhopal,2016,Arts & Culture,https://www.navjeevanwelfare499.org,Aradhya Chawla,"1.97M (approx., 2018)","FY2020: Total ~ INR 3,070,000; Grants INR 900,000; Donations INR 1,370,000; Govt INR 800,000",contact499@navjeevan.welfare.499.org,8127515627,"216, Bhopal Main Road, Near School, Madhya Pradesh",https://www.navjeevanwelfare499.org/annual-report.pdf,https://www.navjeevanwelfare499.org|https://example-simulated-source.org/499,Funding estimated for demo
U63900MA2012NPL58927,Nirmaan Association 500,Section-8 Company,Maharashtra,Aurangabad,2004,Elderly Care,https://www.nirmaanassociation500.org,Amani Sem,"4.8M (approx., 2019)","FY2019: Total ~ INR 3,750,000; Grants INR 1,700,000; Donations INR 1,050,000; Govt INR 1,000,000",contact500@nirmaan.association.500.org,8640473504,"115, Aurangabad Main Road, Near School, Maharashtra",https://www.nirmaanassociation500.org/annual-report.pdf,https://www.nirmaanassociation500.org|https://example-simulated-source.org/500,Simulated beneficiary numbers
S/12829/WE,Sankalp Initiative 501,Society,West Bengal,Asansol,2024,Disability Services,https://www.sankalpinitiative501.org,Taimur Kapur,"3.32M (approx., 2024)","FY2021: Total ~ INR 2,380,000; Grants INR 700,000; Donations INR 1,480,000; Govt INR 200,000",contact501@sankalp.initiative.501.org,9558108358,"51, Asansol Main Road, Near Railway Station, West Bengal",https://www.sankalpinitiative501.org/annual-report.pdf,https://www.sankalpinitiative501.org|https://example-simulated-source.org/501,Simulated beneficiary numbers
